Request ID,Department,Request Type,Priority,Status,Ward,Date Opened,Date Closed,Channel,Citizen Satisfaction,Resolution Days,Target Days,Resolved Within Target,Opened Month,Opened Year,Opened Quarter,Is Closed
SR-2025-00996,By-law Enforcement,Parking Complaint,High,In Progress,Ward 3,2025-11-22,,Email,,,7,Pending,2025-11,2025,4,No
SR-2025-00997,Waste Management,Recycling Issue,Medium,Closed,Ward 3,2025-04-18,2025-04-27,Web,5.0,9.0,10,Yes,2025-04,2025,2,Yes
SR-2025-00998,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 2,2025-09-01,2025-09-03,Email,5.0,2.0,10,Yes,2025-09,2025,3,Yes
SR-2025-00999,By-law Enforcement,Animal Complaint,High,Closed,Ward 1,2025-11-29,2025-12-05,Email,2.0,6.0,7,Yes,2025-11,2025,4,Yes
SR-2025-01000,Transportation Services,Streetlight Repair,Medium,Open,Ward 3,2025-11-04,,Email,,,10,Pending,2025-11,2025,4,No
SR-2025-01001,Parks and Recreation,Tree Maintenance,Low,Closed,Ward 1,2025-04-09,2025-04-19,Mobile App,1.0,10.0,14,Yes,2025-04,2025,2,Yes
SR-2025-01002,Transportation Services,Road Sign Damage,Low,Open,Ward 3,2025-11-17,,Phone,,,14,Pending,2025-11,2025,4,No
SR-2025-01003,Parks and Recreation,Trail Maintenance,Critical,Closed,Ward 4,2025-09-10,2025-09-11,Web,1.0,1.0,3,Yes,2025-09,2025,3,Yes
SR-2025-01004,Waste Management,Green Bin Issue,Low,Closed,Ward 5,2025-10-17,2025-10-30,Phone,5.0,13.0,14,Yes,2025-10,2025,4,Yes
SR-2025-01005,Public Works,Road Damage,High,Closed,Ward 5,2025-10-19,2025-10-26,Mobile App,3.0,7.0,7,Yes,2025-10,2025,4,Yes
SR-2025-01006,Parks and Recreation,Tree Maintenance,Critical,Closed,Ward 4,2025-09-30,2025-10-02,Web,5.0,2.0,3,Yes,2025-09,2025,3,Yes
SR-2025-01007,Water Services,Water Leak,High,Closed,Ward 5,2025-07-28,2025-07-31,Email,3.0,3.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01008,Water Services,Sewer Backup,Medium,Closed,Ward 4,2025-04-25,2025-04-27,In Person,3.0,2.0,10,Yes,2025-04,2025,2,Yes
SR-2025-01009,Water Services,Sewer Backup,Low,Closed,Ward 2,2025-02-11,2025-02-23,Email,5.0,12.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01010,Public Works,Road Damage,Low,Closed,Ward 1,2025-02-02,2025-02-15,Email,4.0,13.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01011,Water Services,Water Leak,Medium,Closed,Ward 4,2025-06-21,2025-06-27,Phone,3.0,6.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01012,Waste Management,Missed Garbage Pickup,High,Closed,Ward 5,2025-05-02,2025-05-03,Email,5.0,1.0,7,Yes,2025-05,2025,2,Yes
SR-2025-01013,Public Works,Snow Removal,Medium,Closed,Ward 1,2025-02-01,2025-02-03,Phone,4.0,2.0,10,Yes,2025-02,2025,1,Yes
SR-2025-01014,Public Works,Snow Removal,Low,Closed,Ward 1,2025-08-10,2025-08-14,In Person,2.0,4.0,14,Yes,2025-08,2025,3,Yes
SR-2025-01015,Public Works,Sidewalk Damage,High,Closed,Ward 5,2025-11-13,2025-11-20,In Person,4.0,7.0,7,Yes,2025-11,2025,4,Yes
SR-2025-01016,Public Works,Snow Removal,Medium,Open,Ward 5,2025-11-14,,Web,,,10,Pending,2025-11,2025,4,No
SR-2025-01017,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 5,2025-04-09,2025-04-12,Web,2.0,3.0,10,Yes,2025-04,2025,2,Yes
SR-2025-01018,By-law Enforcement,Property Standards,High,Closed,Ward 4,2025-09-18,2025-09-21,In Person,4.0,3.0,7,Yes,2025-09,2025,3,Yes
SR-2025-01019,Water Services,Low Water Pressure,Low,Open,Ward 2,2025-01-31,,Mobile App,,,14,Pending,2025-01,2025,1,No
SR-2025-01020,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 5,2025-07-03,2025-07-09,Phone,4.0,6.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01021,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 2,2025-07-08,2025-07-10,Web,4.0,2.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01022,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 3,2025-04-13,2025-04-18,Phone,5.0,5.0,10,Yes,2025-04,2025,2,Yes
SR-2025-01023,Transportation Services,Traffic Concern,Medium,In Progress,Ward 3,2025-11-04,,In Person,,,10,Pending,2025-11,2025,4,No
SR-2025-01024,By-law Enforcement,Parking Complaint,Medium,Closed,Ward 1,2025-03-25,2025-03-28,Email,4.0,3.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01025,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 3,2025-08-27,2025-09-01,Email,3.0,5.0,10,Yes,2025-08,2025,3,Yes
SR-2025-01026,Parks and Recreation,Trail Maintenance,Low,In Progress,Ward 1,2025-07-05,,Web,,,14,Pending,2025-07,2025,3,No
SR-2025-01027,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 3,2025-08-14,2025-08-19,Web,4.0,5.0,10,Yes,2025-08,2025,3,Yes
SR-2025-01028,Public Works,Road Damage,Low,Closed,Ward 5,2025-05-15,2025-05-29,Phone,3.0,14.0,14,Yes,2025-05,2025,2,Yes
SR-2025-01029,Parks and Recreation,Park Equipment Damage,Low,Open,Ward 1,2025-02-21,,Phone,,,14,Pending,2025-02,2025,1,No
SR-2025-01030,Water Services,Water Leak,Medium,Closed,Ward 3,2025-08-22,2025-08-27,Phone,4.0,5.0,10,Yes,2025-08,2025,3,Yes
SR-2025-01031,By-law Enforcement,Animal Complaint,High,Closed,Ward 2,2025-03-15,2025-03-17,In Person,5.0,2.0,7,Yes,2025-03,2025,1,Yes
SR-2025-01032,Water Services,Sewer Backup,Medium,Closed,Ward 5,2025-11-22,2025-11-27,In Person,5.0,5.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01033,Parks and Recreation,Grass Cutting,High,Closed,Ward 2,2025-01-28,2025-02-03,In Person,5.0,6.0,7,Yes,2025-01,2025,1,Yes
SR-2025-01034,By-law Enforcement,Animal Complaint,Low,Closed,Ward 1,2025-08-29,2025-09-13,Phone,5.0,15.0,14,No,2025-08,2025,3,Yes
SR-2025-01035,By-law Enforcement,Animal Complaint,High,Closed,Ward 4,2025-09-18,2025-09-21,Phone,4.0,3.0,7,Yes,2025-09,2025,3,Yes
SR-2025-01036,Waste Management,Illegal Dumping,Medium,Closed,Ward 4,2025-09-11,2025-09-20,In Person,3.0,9.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01037,Transportation Services,Streetlight Repair,Low,In Progress,Ward 2,2025-08-20,,Email,,,14,Pending,2025-08,2025,3,No
SR-2025-01038,Parks and Recreation,Grass Cutting,Medium,Closed,Ward 1,2025-03-22,2025-03-29,Phone,3.0,7.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01039,Public Works,Sidewalk Damage,Medium,Closed,Ward 5,2025-10-26,2025-10-28,Mobile App,4.0,2.0,10,Yes,2025-10,2025,4,Yes
SR-2025-01040,Water Services,Water Quality Concern,Medium,Closed,Ward 1,2025-09-12,2025-09-19,Phone,3.0,7.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01041,Water Services,Low Water Pressure,Medium,Closed,Ward 5,2025-02-12,2025-02-18,In Person,5.0,6.0,10,Yes,2025-02,2025,1,Yes
SR-2025-01042,Transportation Services,Streetlight Repair,High,In Progress,Ward 1,2025-02-20,,Web,,,7,Pending,2025-02,2025,1,No
SR-2025-01043,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 3,2025-12-12,2025-12-19,Phone,3.0,7.0,10,Yes,2025-12,2025,4,Yes
SR-2025-01044,Transportation Services,Traffic Signal Issue,Critical,Open,Ward 3,2025-10-06,,Web,,,3,Pending,2025-10,2025,4,No
SR-2025-01045,Waste Management,Illegal Dumping,High,Open,Ward 4,2025-07-26,,In Person,,,7,Pending,2025-07,2025,3,No
SR-2025-01046,Transportation Services,Streetlight Repair,Medium,Closed,Ward 2,2025-03-18,2025-03-26,Email,3.0,8.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01047,Parks and Recreation,Trail Maintenance,High,Closed,Ward 4,2025-02-13,2025-02-16,Email,5.0,3.0,7,Yes,2025-02,2025,1,Yes
SR-2025-01048,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 2,2025-07-11,2025-07-15,Mobile App,4.0,4.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01049,Transportation Services,Streetlight Repair,Medium,Closed,Ward 4,2025-07-01,2025-07-08,Email,3.0,7.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01050,Transportation Services,Road Sign Damage,Medium,Closed,Ward 3,2025-01-17,2025-01-21,In Person,3.0,4.0,10,Yes,2025-01,2025,1,Yes
SR-2025-01051,Transportation Services,Traffic Concern,Critical,Closed,Ward 2,2025-07-20,2025-07-20,Email,4.0,0.0,3,Yes,2025-07,2025,3,Yes
SR-2025-01052,Public Works,Sidewalk Damage,Medium,Closed,Ward 5,2025-06-05,2025-06-08,Phone,3.0,3.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01053,Public Works,Snow Removal,Low,Closed,Ward 3,2025-07-17,2025-07-24,In Person,3.0,7.0,14,Yes,2025-07,2025,3,Yes
SR-2025-01054,Public Works,Snow Removal,Low,Closed,Ward 4,2025-03-29,2025-04-06,Email,5.0,8.0,14,Yes,2025-03,2025,1,Yes
SR-2025-01055,Parks and Recreation,Tree Maintenance,Low,Closed,Ward 2,2025-02-05,2025-02-14,Phone,5.0,9.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01056,Parks and Recreation,Grass Cutting,Medium,Closed,Ward 3,2025-09-01,2025-09-05,In Person,4.0,4.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01057,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 4,2025-03-15,2025-03-24,In Person,2.0,9.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01058,Parks and Recreation,Grass Cutting,High,In Progress,Ward 4,2025-08-24,,In Person,,,7,Pending,2025-08,2025,3,No
SR-2025-01059,Public Works,Pothole Repair,Medium,In Progress,Ward 3,2025-08-22,,Mobile App,,,10,Pending,2025-08,2025,3,No
SR-2025-01060,Water Services,Low Water Pressure,Medium,Closed,Ward 2,2025-11-13,2025-11-21,In Person,4.0,8.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01061,Public Works,Snow Removal,Medium,Closed,Ward 5,2025-03-22,2025-03-28,Mobile App,5.0,6.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01062,Transportation Services,Streetlight Repair,Medium,Closed,Ward 5,2025-04-22,2025-05-01,Web,4.0,9.0,10,Yes,2025-04,2025,2,Yes
SR-2025-01063,Waste Management,Missed Garbage Pickup,High,Closed,Ward 3,2025-06-16,2025-06-20,Phone,4.0,4.0,7,Yes,2025-06,2025,2,Yes
SR-2025-01064,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 4,2025-12-22,2025-12-31,Phone,4.0,9.0,10,Yes,2025-12,2025,4,Yes
SR-2025-01065,Water Services,Water Leak,Low,Closed,Ward 4,2025-03-11,2025-03-19,Email,5.0,8.0,14,Yes,2025-03,2025,1,Yes
SR-2025-01066,Water Services,Water Leak,Low,Closed,Ward 3,2025-08-13,2025-08-18,Phone,4.0,5.0,14,Yes,2025-08,2025,3,Yes
SR-2025-01067,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 2,2025-03-05,2025-03-15,Web,5.0,10.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01068,Transportation Services,Streetlight Repair,Medium,Closed,Ward 1,2025-07-03,2025-07-07,In Person,3.0,4.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01069,Parks and Recreation,Trail Maintenance,Medium,Open,Ward 1,2025-09-25,,Email,,,10,Pending,2025-09,2025,3,No
SR-2025-01070,Transportation Services,Road Sign Damage,Medium,Closed,Ward 2,2025-01-25,2025-02-02,Mobile App,5.0,8.0,10,Yes,2025-01,2025,1,Yes
SR-2025-01071,Parks and Recreation,Park Equipment Damage,Low,Closed,Ward 1,2025-01-08,2025-01-16,Phone,5.0,8.0,14,Yes,2025-01,2025,1,Yes
SR-2025-01072,Public Works,Road Damage,High,Closed,Ward 3,2025-09-20,2025-09-21,In Person,5.0,1.0,7,Yes,2025-09,2025,3,Yes
SR-2025-01073,Transportation Services,Traffic Signal Issue,Medium,In Progress,Ward 4,2025-07-22,,Web,,,10,Pending,2025-07,2025,3,No
SR-2025-01074,Parks and Recreation,Park Equipment Damage,Low,Closed,Ward 1,2025-01-08,2025-01-17,Email,4.0,9.0,14,Yes,2025-01,2025,1,Yes
SR-2025-01075,Parks and Recreation,Trail Maintenance,Low,Closed,Ward 1,2025-05-23,2025-06-05,Web,4.0,13.0,14,Yes,2025-05,2025,2,Yes
SR-2025-01076,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 5,2025-02-22,2025-03-04,Phone,5.0,10.0,10,Yes,2025-02,2025,1,Yes
SR-2025-01077,Waste Management,Missed Garbage Pickup,Medium,In Progress,Ward 4,2025-12-23,,Phone,,,10,Pending,2025-12,2025,4,No
SR-2025-01078,Waste Management,Recycling Issue,Medium,In Progress,Ward 4,2025-06-12,,Web,,,10,Pending,2025-06,2025,2,No
SR-2025-01079,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 2,2025-07-15,2025-07-25,In Person,4.0,10.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01080,By-law Enforcement,Noise Complaint,Low,Closed,Ward 4,2025-03-05,2025-03-12,Phone,3.0,7.0,14,Yes,2025-03,2025,1,Yes
SR-2025-01081,By-law Enforcement,Noise Complaint,Low,Closed,Ward 2,2025-06-01,2025-06-07,Web,3.0,6.0,14,Yes,2025-06,2025,2,Yes
SR-2025-01082,Parks and Recreation,Trail Maintenance,High,Closed,Ward 1,2025-05-23,2025-05-26,In Person,4.0,3.0,7,Yes,2025-05,2025,2,Yes
SR-2025-01083,Water Services,Sewer Backup,High,Closed,Ward 5,2025-06-19,2025-06-22,Web,3.0,3.0,7,Yes,2025-06,2025,2,Yes
SR-2025-01084,Transportation Services,Traffic Signal Issue,High,Closed,Ward 5,2025-04-24,2025-04-29,Mobile App,5.0,5.0,7,Yes,2025-04,2025,2,Yes
SR-2025-01085,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 1,2025-09-09,2025-09-12,Phone,5.0,3.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01086,Parks and Recreation,Park Equipment Damage,Low,Closed,Ward 4,2025-04-15,2025-04-21,Email,4.0,6.0,14,Yes,2025-04,2025,2,Yes
SR-2025-01087,Waste Management,Recycling Issue,High,Closed,Ward 3,2025-04-01,2025-04-06,In Person,3.0,5.0,7,Yes,2025-04,2025,2,Yes
SR-2025-01088,Water Services,Low Water Pressure,Medium,Open,Ward 3,2025-02-10,,Email,,,10,Pending,2025-02,2025,1,No
SR-2025-01089,Water Services,Low Water Pressure,Medium,Closed,Ward 4,2025-11-09,2025-11-17,Web,5.0,8.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01090,Water Services,Water Quality Concern,High,Open,Ward 5,2025-06-03,,In Person,,,7,Pending,2025-06,2025,2,No
SR-2025-01091,Parks and Recreation,Park Equipment Damage,Medium,Closed,Ward 5,2025-08-21,2025-08-27,Email,4.0,6.0,10,Yes,2025-08,2025,3,Yes
SR-2025-01092,Public Works,Sidewalk Damage,Low,Closed,Ward 5,2025-03-21,2025-03-27,Mobile App,1.0,6.0,14,Yes,2025-03,2025,1,Yes
SR-2025-01093,Water Services,Water Quality Concern,High,In Progress,Ward 4,2025-07-11,,Email,,,7,Pending,2025-07,2025,3,No
SR-2025-01094,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 2,2025-03-05,2025-03-13,Phone,5.0,8.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01095,Water Services,Sewer Backup,High,Open,Ward 5,2025-06-28,,Email,,,7,Pending,2025-06,2025,2,No
SR-2025-01096,Transportation Services,Road Sign Damage,Medium,Closed,Ward 1,2025-08-06,2025-08-11,Mobile App,3.0,5.0,10,Yes,2025-08,2025,3,Yes
SR-2025-01097,Transportation Services,Streetlight Repair,Medium,Closed,Ward 2,2025-05-14,2025-05-23,Mobile App,5.0,9.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01098,Parks and Recreation,Park Equipment Damage,Low,Open,Ward 4,2025-11-26,,Email,,,14,Pending,2025-11,2025,4,No
SR-2025-01099,Transportation Services,Streetlight Repair,Medium,Closed,Ward 3,2025-08-05,2025-08-09,Mobile App,5.0,4.0,10,Yes,2025-08,2025,3,Yes
SR-2025-01100,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 3,2025-02-15,2025-02-18,Phone,4.0,3.0,10,Yes,2025-02,2025,1,Yes
SR-2025-01101,Waste Management,Recycling Issue,High,Closed,Ward 4,2025-06-07,2025-06-08,Web,5.0,1.0,7,Yes,2025-06,2025,2,Yes
SR-2025-01102,Public Works,Pothole Repair,High,Closed,Ward 4,2025-08-02,2025-08-08,Phone,3.0,6.0,7,Yes,2025-08,2025,3,Yes
SR-2025-01103,Parks and Recreation,Grass Cutting,Low,Closed,Ward 1,2025-09-07,2025-09-12,Email,4.0,5.0,14,Yes,2025-09,2025,3,Yes
SR-2025-01104,By-law Enforcement,Property Standards,Low,Closed,Ward 3,2025-04-04,2025-04-19,Email,5.0,15.0,14,No,2025-04,2025,2,Yes
SR-2025-01105,Water Services,Water Leak,High,Closed,Ward 3,2025-05-31,2025-06-01,Web,4.0,1.0,7,Yes,2025-05,2025,2,Yes
SR-2025-01106,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 3,2025-12-11,2025-12-14,Web,1.0,3.0,10,Yes,2025-12,2025,4,Yes
SR-2025-01107,Transportation Services,Streetlight Repair,Low,Closed,Ward 3,2025-01-04,2025-01-13,Email,4.0,9.0,14,Yes,2025-01,2025,1,Yes
SR-2025-01108,Water Services,Sewer Backup,Medium,Closed,Ward 2,2025-12-16,2025-12-23,Mobile App,5.0,7.0,10,Yes,2025-12,2025,4,Yes
SR-2025-01109,Transportation Services,Traffic Concern,Medium,Closed,Ward 1,2025-07-02,2025-07-09,Email,5.0,7.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01110,Transportation Services,Traffic Concern,High,In Progress,Ward 1,2025-03-13,,In Person,,,7,Pending,2025-03,2025,1,No
SR-2025-01111,Public Works,Sidewalk Damage,Critical,Open,Ward 3,2025-05-08,,Email,,,3,Pending,2025-05,2025,2,No
SR-2025-01112,By-law Enforcement,Animal Complaint,Medium,Closed,Ward 3,2025-01-02,2025-01-09,Web,1.0,7.0,10,Yes,2025-01,2025,1,Yes
SR-2025-01113,Transportation Services,Road Sign Damage,Medium,Closed,Ward 1,2025-09-06,2025-09-14,Mobile App,5.0,8.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01114,Water Services,Water Quality Concern,Critical,Open,Ward 4,2025-02-21,,Mobile App,,,3,Pending,2025-02,2025,1,No
SR-2025-01115,By-law Enforcement,Property Standards,High,In Progress,Ward 5,2025-10-20,,Web,,,7,Pending,2025-10,2025,4,No
SR-2025-01116,Parks and Recreation,Trail Maintenance,High,Closed,Ward 4,2025-12-11,2025-12-16,Phone,5.0,5.0,7,Yes,2025-12,2025,4,Yes
SR-2025-01117,Water Services,Water Leak,Medium,Closed,Ward 1,2025-05-05,2025-05-10,Web,3.0,5.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01118,Water Services,Water Leak,Low,In Progress,Ward 3,2025-07-16,,Phone,,,14,Pending,2025-07,2025,3,No
SR-2025-01119,Transportation Services,Road Sign Damage,Medium,In Progress,Ward 1,2025-12-10,,Phone,,,10,Pending,2025-12,2025,4,No
SR-2025-01120,By-law Enforcement,Animal Complaint,Low,Closed,Ward 5,2025-04-25,2025-05-07,Web,5.0,12.0,14,Yes,2025-04,2025,2,Yes
SR-2025-01121,Transportation Services,Road Sign Damage,Medium,Closed,Ward 4,2025-07-15,2025-07-25,Phone,5.0,10.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01122,Parks and Recreation,Grass Cutting,Low,Closed,Ward 2,2025-02-15,2025-02-23,Web,5.0,8.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01123,By-law Enforcement,Parking Complaint,Low,Closed,Ward 3,2025-07-14,2025-07-26,Web,5.0,12.0,14,Yes,2025-07,2025,3,Yes
SR-2025-01124,By-law Enforcement,Property Standards,High,In Progress,Ward 3,2025-06-13,,Phone,,,7,Pending,2025-06,2025,2,No
SR-2025-01125,By-law Enforcement,Property Standards,Low,Closed,Ward 3,2025-08-24,2025-09-01,Phone,3.0,8.0,14,Yes,2025-08,2025,3,Yes
SR-2025-01126,Water Services,Water Quality Concern,Low,Closed,Ward 1,2025-12-07,2025-12-22,In Person,5.0,15.0,14,No,2025-12,2025,4,Yes
SR-2025-01127,Waste Management,Illegal Dumping,Medium,Closed,Ward 2,2025-05-21,2025-05-30,Email,4.0,9.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01128,Waste Management,Green Bin Issue,Low,Open,Ward 2,2025-03-20,,Phone,,,14,Pending,2025-03,2025,1,No
SR-2025-01129,Transportation Services,Streetlight Repair,High,Open,Ward 4,2025-09-07,,Mobile App,,,7,Pending,2025-09,2025,3,No
SR-2025-01130,Transportation Services,Traffic Signal Issue,Critical,Closed,Ward 3,2025-06-22,2025-06-25,Email,5.0,3.0,3,Yes,2025-06,2025,2,Yes
SR-2025-01131,Water Services,Water Leak,Medium,Closed,Ward 5,2025-12-23,2025-12-28,Email,5.0,5.0,10,Yes,2025-12,2025,4,Yes
SR-2025-01132,Public Works,Road Damage,Medium,Open,Ward 3,2025-01-28,,Email,,,10,Pending,2025-01,2025,1,No
SR-2025-01133,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 2,2025-09-05,2025-09-11,Phone,5.0,6.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01134,Transportation Services,Traffic Signal Issue,High,Closed,Ward 2,2025-10-22,2025-10-23,Email,5.0,1.0,7,Yes,2025-10,2025,4,Yes
SR-2025-01135,Water Services,Low Water Pressure,High,Closed,Ward 1,2025-08-31,2025-09-02,In Person,5.0,2.0,7,Yes,2025-08,2025,3,Yes
SR-2025-01136,Transportation Services,Road Sign Damage,Medium,In Progress,Ward 4,2025-11-18,,Phone,,,10,Pending,2025-11,2025,4,No
SR-2025-01137,Public Works,Pothole Repair,Low,Closed,Ward 4,2025-12-19,2025-12-31,Web,5.0,12.0,14,Yes,2025-12,2025,4,Yes
SR-2025-01138,Water Services,Water Quality Concern,Medium,Closed,Ward 1,2025-07-08,2025-07-10,Web,3.0,2.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01139,Water Services,Low Water Pressure,Low,Closed,Ward 1,2025-10-21,2025-10-31,In Person,3.0,10.0,14,Yes,2025-10,2025,4,Yes
SR-2025-01140,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 1,2025-08-11,2025-08-17,Mobile App,4.0,6.0,10,Yes,2025-08,2025,3,Yes
SR-2025-01141,Public Works,Road Damage,Medium,Closed,Ward 5,2025-07-21,2025-07-31,Email,5.0,10.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01142,Public Works,Pothole Repair,High,Closed,Ward 5,2025-12-04,2025-12-05,Phone,3.0,1.0,7,Yes,2025-12,2025,4,Yes
SR-2025-01143,Public Works,Snow Removal,High,Closed,Ward 2,2025-03-07,2025-03-12,Web,3.0,5.0,7,Yes,2025-03,2025,1,Yes
SR-2025-01144,By-law Enforcement,Parking Complaint,High,Closed,Ward 5,2025-03-05,2025-03-10,Phone,4.0,5.0,7,Yes,2025-03,2025,1,Yes
SR-2025-01145,Water Services,Water Leak,Low,Closed,Ward 5,2025-09-23,2025-10-08,Email,4.0,15.0,14,No,2025-09,2025,3,Yes
SR-2025-01146,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 1,2025-06-30,2025-07-10,Web,4.0,10.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01147,Parks and Recreation,Tree Maintenance,Low,Closed,Ward 2,2025-04-21,2025-04-26,In Person,4.0,5.0,14,Yes,2025-04,2025,2,Yes
SR-2025-01148,Waste Management,Illegal Dumping,Low,Closed,Ward 4,2025-02-08,2025-02-19,Phone,3.0,11.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01149,Water Services,Water Quality Concern,Low,Closed,Ward 2,2025-08-06,2025-08-20,Web,3.0,14.0,14,Yes,2025-08,2025,3,Yes
SR-2025-01150,Transportation Services,Road Sign Damage,Critical,Closed,Ward 5,2025-04-09,2025-04-11,In Person,4.0,2.0,3,Yes,2025-04,2025,2,Yes
SR-2025-01151,Parks and Recreation,Trail Maintenance,High,Closed,Ward 5,2025-08-11,2025-08-15,Phone,1.0,4.0,7,Yes,2025-08,2025,3,Yes
SR-2025-01152,Public Works,Sidewalk Damage,Low,Closed,Ward 1,2025-10-08,2025-10-17,Mobile App,2.0,9.0,14,Yes,2025-10,2025,4,Yes
SR-2025-01153,Waste Management,Illegal Dumping,Low,Open,Ward 1,2025-05-21,,Web,,,14,Pending,2025-05,2025,2,No
SR-2025-01154,Water Services,Low Water Pressure,Medium,Closed,Ward 3,2025-03-05,2025-03-09,In Person,4.0,4.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01155,Water Services,Water Leak,Medium,Closed,Ward 1,2025-05-25,2025-06-04,Web,3.0,10.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01156,Parks and Recreation,Grass Cutting,Critical,Closed,Ward 2,2025-06-26,2025-06-29,Mobile App,4.0,3.0,3,Yes,2025-06,2025,2,Yes
SR-2025-01157,Public Works,Road Damage,Medium,Closed,Ward 3,2025-10-18,2025-10-24,Phone,2.0,6.0,10,Yes,2025-10,2025,4,Yes
SR-2025-01158,Transportation Services,Traffic Concern,High,Closed,Ward 3,2025-07-01,2025-07-08,Mobile App,4.0,7.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01159,Water Services,Low Water Pressure,Medium,Open,Ward 4,2025-06-06,,Mobile App,,,10,Pending,2025-06,2025,2,No
SR-2025-01160,Public Works,Pothole Repair,Low,Closed,Ward 1,2025-02-17,2025-02-22,Mobile App,4.0,5.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01161,By-law Enforcement,Animal Complaint,High,Closed,Ward 2,2025-08-06,2025-08-12,Email,4.0,6.0,7,Yes,2025-08,2025,3,Yes
SR-2025-01162,Water Services,Water Leak,Medium,Closed,Ward 3,2025-01-04,2025-01-12,Phone,5.0,8.0,10,Yes,2025-01,2025,1,Yes
SR-2025-01163,Transportation Services,Streetlight Repair,Medium,In Progress,Ward 5,2025-12-12,,Phone,,,10,Pending,2025-12,2025,4,No
SR-2025-01164,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 4,2025-06-30,2025-07-02,Phone,4.0,2.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01165,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 4,2025-10-04,2025-10-07,Mobile App,4.0,3.0,10,Yes,2025-10,2025,4,Yes
SR-2025-01166,Waste Management,Recycling Issue,Low,Closed,Ward 5,2025-07-21,2025-07-27,Web,5.0,6.0,14,Yes,2025-07,2025,3,Yes
SR-2025-01167,Water Services,Water Quality Concern,Low,Closed,Ward 1,2025-08-24,2025-09-01,Web,4.0,8.0,14,Yes,2025-08,2025,3,Yes
